listing_id,city_id,community_id,title,source,source_listing_id,source_url,total_price_10k,unit_price,area_sqm,listing_type,bedrooms,bathrooms,orientation,floor_number,has_elevator,decorate_type,build_year,nearest_metro_distance_m,school_ids_json,tags_json,crawl_date
87,2,2,深圳湾科技城 91㎡ 南北通透,深圳住建局公开成交,深圳-LS-000087,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1005,109839,91.6,二手房,3,2,南北通透,高楼层,True,毛坯,2014,400,[],[],2026-03-02
88,2,2,深圳湾科技城 61㎡ 南北通透,深圳住建局公开成交,深圳-LS-000088,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,776,125585,61.8,二手房,4,1,南北通透,低楼层,False,豪装,2012,1200,[],[],2026-03-02
89,2,2,深圳湾科技城 86㎡ 南向,深圳住建局公开成交,深圳-LS-000089,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1182,137043,86.3,二手房,2,2,东南,中楼层,True,豪装,2008,400,[],[],2026-02-23
90,2,2,深圳湾科技城 100㎡ 西向,深圳住建局公开成交,深圳-LS-000090,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1125,111786,100.7,二手房,2,1,西,顶层,True,豪装,2007,1200,[],[],2026-02-16
91,2,2,深圳湾科技城 81㎡ 南向,深圳住建局公开成交,深圳-LS-000091,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1089,134149,81.2,二手房,3,1,东南,高楼层,False,精装,2008,2000,[],[],2026-02-16
92,2,2,深圳湾科技城 112㎡ 北向,深圳住建局公开成交,深圳-LS-000092,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1361,120911,112.6,二手房,3,1,南,高楼层,False,精装,2024,400,[],[],2026-02-16
93,2,2,深圳湾科技城 86㎡ 西向,深圳住建局公开成交,深圳-LS-000093,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,915,105546,86.7,二手房,2,1,南北通透,高楼层,True,精装,2010,600,[],[],2026-02-09
94,2,2,深圳湾科技城 81㎡ 西向,深圳住建局公开成交,深圳-LS-000094,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,969,118971,81.5,二手房,3,1,东南,中楼层,True,豪装,2008,400,[],[],2026-02-09
95,2,2,深圳湾科技城 118㎡ 南北通透,深圳住建局公开成交,深圳-LS-000095,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1605,135614,118.4,二手房,3,1,南北通透,顶层,False,毛坯,2013,600,[],[],2026-02-09
96,2,2,深圳湾科技城 111㎡ 西向,深圳住建局公开成交,深圳-LS-000096,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1453,130692,111.2,二手房,3,1,南北通透,低楼层,True,精装,2023,800,[],[],2026-02-02
97,2,2,深圳湾科技城 98㎡ 东南,深圳住建局公开成交,深圳-LS-000097,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1371,139480,98.3,二手房,3,1,南北通透,中楼层,False,普装,2019,600,[],[],2026-02-02
98,2,2,深圳湾科技城 92㎡ 南向,深圳住建局公开成交,深圳-LS-000098,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1221,132136,92.5,二手房,4,1,南北通透,高楼层,False,精装,2021,800,[],[],2026-02-02
99,2,2,深圳湾科技城 99㎡ 南向,深圳住建局公开成交,深圳-LS-000099,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1090,109292,99.7,二手房,4,2,南北通透,高楼层,False,豪装,2023,400,[],[],2026-01-26
100,2,2,深圳湾科技城 112㎡ 北向,深圳住建局公开成交,深圳-LS-000100,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1171,104178,112.5,二手房,2,1,东南,低楼层,False,精装,2024,1200,[],[],2026-01-26
101,2,2,深圳湾科技城 93㎡ 北向,深圳住建局公开成交,深圳-LS-000101,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1255,134813,93.1,二手房,4,1,西,高楼层,True,毛坯,2005,200,[],[],2026-01-19
102,2,2,深圳湾科技城 83㎡ 东南,深圳住建局公开成交,深圳-LS-000102,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1087,129995,83.7,二手房,4,2,东南,低楼层,False,精装,2017,600,[],[],2026-01-19
103,2,2,深圳湾科技城 127㎡ 东南,深圳住建局公开成交,深圳-LS-000103,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1627,128053,127.1,二手房,3,2,南北通透,顶层,True,豪装,2005,1200,[],[],2026-01-19
104,2,2,深圳湾科技城 83㎡ 东南,深圳住建局公开成交,深圳-LS-000104,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,960,114890,83.6,二手房,4,1,南北通透,高楼层,True,精装,2021,2000,[],[],2026-01-12
105,2,2,深圳湾科技城 69㎡ 南向,深圳住建局公开成交,深圳-LS-000105,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,748,108306,69.1,二手房,3,1,南,顶层,False,普装,2014,400,[],[],2026-01-12
106,2,2,深圳湾科技城 118㎡ 南北通透,深圳住建局公开成交,深圳-LS-000106,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1356,114681,118.2,二手房,3,2,南,高楼层,True,普装,2006,400,[],[],2026-01-12
107,2,2,深圳湾科技城 85㎡ 南向,深圳住建局公开成交,深圳-LS-000107,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,937,109873,85.3,二手房,2,2,南,顶层,True,精装,2021,1200,[],[],2026-01-05
108,2,2,深圳湾科技城 93㎡ 南向,深圳住建局公开成交,深圳-LS-000108,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,1017,109298,93.1,二手房,3,1,南,中楼层,True,豪装,2014,800,[],[],2026-01-05
109,2,2,深圳湾科技城 70㎡ 南向,深圳住建局公开成交,深圳-LS-000109,https://sz.ke.com/ershoufang/rs%E6%B7%B1%E5%9C%B3%E6%B9%BE%E7%A7%91%E6%8A%80%E5%9F%8E/,826,117803,70.2,二手房,2,1,南北通透,低楼层,False,毛坯,2012,400,[],[],2026-01-05
110,2,3,熙璟城 84㎡ 东南,深圳住建局公开成交,深圳-LS-000110,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,621,73486,84.6,二手房,3,1,南,中楼层,False,毛坯,2019,400,[],[],2026-06-29
111,2,3,熙璟城 74㎡ 西向,深圳住建局公开成交,深圳-LS-000111,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,660,89041,74.2,二手房,2,1,南,顶层,False,精装,2010,800,[],[],2026-06-29
112,2,3,熙璟城 121㎡ 西向,深圳住建局公开成交,深圳-LS-000112,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,955,78381,121.9,二手房,3,1,东南,中楼层,False,精装,2021,800,[],[],2026-06-29
113,2,3,熙璟城 101㎡ 西向,深圳住建局公开成交,深圳-LS-000113,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,700,69127,101.4,二手房,2,1,南北通透,高楼层,True,精装,2016,600,[],[],2026-06-22
114,2,3,熙璟城 113㎡ 北向,深圳住建局公开成交,深圳-LS-000114,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,791,69999,113.1,二手房,3,2,南北通透,低楼层,False,精装,2008,2000,[],[],2026-06-22
115,2,3,熙璟城 116㎡ 西向,深圳住建局公开成交,深圳-LS-000115,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,941,80576,116.8,二手房,3,1,南,中楼层,True,毛坯,2009,2000,[],[],2026-06-15
116,2,3,熙璟城 64㎡ 南向,深圳住建局公开成交,深圳-LS-000116,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,580,89539,64.8,二手房,3,1,南北通透,低楼层,True,豪装,2013,600,[],[],2026-06-15
117,2,3,熙璟城 65㎡ 南北通透,深圳住建局公开成交,深圳-LS-000117,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,443,68144,65.1,二手房,3,1,西,高楼层,True,豪装,2024,2000,[],[],2026-06-15
118,2,3,熙璟城 72㎡ 南向,深圳住建局公开成交,深圳-LS-000118,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,632,87662,72.1,二手房,2,1,西,低楼层,True,精装,2017,800,[],[],2026-06-08
119,2,3,熙璟城 64㎡ 南北通透,深圳住建局公开成交,深圳-LS-000119,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,555,86184,64.5,二手房,3,1,南,高楼层,True,豪装,2024,800,[],[],2026-06-01
120,2,3,熙璟城 107㎡ 东南,深圳住建局公开成交,深圳-LS-000120,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,859,79806,107.7,二手房,4,1,南北通透,顶层,True,豪装,2009,600,[],[],2026-06-01
121,2,3,熙璟城 72㎡ 东南,深圳住建局公开成交,深圳-LS-000121,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,529,72832,72.7,二手房,3,1,东南,高楼层,False,豪装,2018,400,[],[],2026-06-01
122,2,3,熙璟城 83㎡ 西向,深圳住建局公开成交,深圳-LS-000122,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,659,79215,83.3,二手房,3,1,南北通透,中楼层,True,普装,2013,400,[],[],2026-05-25
123,2,3,熙璟城 79㎡ 南北通透,深圳住建局公开成交,深圳-LS-000123,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,687,86482,79.4,二手房,3,2,南北通透,高楼层,True,普装,2013,600,[],[],2026-05-25
124,2,3,熙璟城 62㎡ 北向,深圳住建局公开成交,深圳-LS-000124,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,516,82928,62.2,二手房,4,1,南北通透,中楼层,False,精装,2022,200,[],[],2026-05-25
125,2,3,熙璟城 80㎡ 南向,深圳住建局公开成交,深圳-LS-000125,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,608,75588,80.5,二手房,2,2,南,低楼层,True,豪装,2024,1200,[],[],2026-05-18
126,2,3,熙璟城 102㎡ 东南,深圳住建局公开成交,深圳-LS-000126,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,818,79944,102.3,二手房,3,1,南,中楼层,True,精装,2014,600,[],[],2026-05-11
127,2,3,熙璟城 80㎡ 北向,深圳住建局公开成交,深圳-LS-000127,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,595,73631,80.9,二手房,3,1,东南,中楼层,True,毛坯,2008,400,[],[],2026-05-11
128,2,3,熙璟城 117㎡ 东南,深圳住建局公开成交,深圳-LS-000128,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,1083,92585,117.0,二手房,4,2,南北通透,顶层,True,豪装,2009,2000,[],[],2026-05-04
129,2,3,熙璟城 114㎡ 东南,深圳住建局公开成交,深圳-LS-000129,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,842,73321,115.0,二手房,2,1,西,顶层,False,毛坯,2019,800,[],[],2026-05-04
130,2,3,熙璟城 112㎡ 东南,深圳住建局公开成交,深圳-LS-000130,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,937,83662,112.0,二手房,3,1,西,高楼层,True,豪装,2011,1200,[],[],2026-05-04
131,2,3,熙璟城 69㎡ 南向,深圳住建局公开成交,深圳-LS-000131,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,557,79700,69.9,二手房,3,1,南,低楼层,True,普装,2012,800,[],[],2026-04-27
132,2,3,熙璟城 91㎡ 南向,深圳住建局公开成交,深圳-LS-000132,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,750,81884,91.6,二手房,3,1,南北通透,高楼层,True,普装,2012,400,[],[],2026-04-27
133,2,3,熙璟城 78㎡ 北向,深圳住建局公开成交,深圳-LS-000133,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,604,76843,78.6,二手房,4,1,西,高楼层,False,普装,2008,400,[],[],2026-04-27
134,2,3,熙璟城 89㎡ 北向,深圳住建局公开成交,深圳-LS-000134,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,690,77509,89.1,二手房,2,2,南北通透,高楼层,False,豪装,2006,2000,[],[],2026-04-20
135,2,3,熙璟城 99㎡ 东南,深圳住建局公开成交,深圳-LS-000135,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,780,78764,99.1,二手房,3,1,南北通透,顶层,True,普装,2005,600,[],[],2026-04-20
136,2,3,熙璟城 119㎡ 西向,深圳住建局公开成交,深圳-LS-000136,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,970,81449,119.1,二手房,4,1,西,中楼层,True,毛坯,2022,2000,[],[],2026-04-20
137,2,3,熙璟城 91㎡ 南北通透,深圳住建局公开成交,深圳-LS-000137,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,772,84716,91.2,二手房,3,1,西,低楼层,False,毛坯,2019,400,[],[],2026-04-13
138,2,3,熙璟城 66㎡ 东南,深圳住建局公开成交,深圳-LS-000138,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,531,79375,66.9,二手房,4,1,南,高楼层,True,精装,2010,400,[],[],2026-04-13
139,2,3,熙璟城 91㎡ 南北通透,深圳住建局公开成交,深圳-LS-000139,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,760,82889,91.7,二手房,3,1,南北通透,顶层,False,普装,2006,400,[],[],2026-04-06
140,2,3,熙璟城 118㎡ 南北通透,深圳住建局公开成交,深圳-LS-000140,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,899,76227,118.0,二手房,3,1,南,高楼层,True,精装,2012,800,[],[],2026-03-30
141,2,3,熙璟城 115㎡ 南北通透,深圳住建局公开成交,深圳-LS-000141,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,927,80042,115.9,二手房,4,1,南北通透,中楼层,False,普装,2010,600,[],[],2026-03-30
142,2,3,熙璟城 129㎡ 南向,深圳住建局公开成交,深圳-LS-000142,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,997,77020,129.5,二手房,3,1,西,高楼层,True,豪装,2012,600,[],[],2026-03-23
143,2,3,熙璟城 101㎡ 南北通透,深圳住建局公开成交,深圳-LS-000143,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,842,82731,101.8,二手房,4,1,南北通透,中楼层,False,普装,2019,400,[],[],2026-03-16
144,2,3,熙璟城 105㎡ 东南,深圳住建局公开成交,深圳-LS-000144,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,896,85342,105.1,二手房,3,1,东南,中楼层,True,毛坯,2011,2000,[],[],2026-03-16
145,2,3,熙璟城 77㎡ 南北通透,深圳住建局公开成交,深圳-LS-000145,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,555,71294,77.9,二手房,2,1,东南,顶层,True,豪装,2024,400,[],[],2026-03-09
146,2,3,熙璟城 117㎡ 南北通透,深圳住建局公开成交,深圳-LS-000146,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,957,81736,117.2,二手房,3,2,西,高楼层,False,豪装,2012,800,[],[],2026-03-09
147,2,3,熙璟城 93㎡ 西向,深圳住建局公开成交,深圳-LS-000147,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,746,79968,93.4,二手房,2,1,西,中楼层,False,普装,2011,400,[],[],2026-03-09
148,2,3,熙璟城 72㎡ 南向,深圳住建局公开成交,深圳-LS-000148,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,623,85650,72.8,二手房,3,1,东南,顶层,False,普装,2012,2000,[],[],2026-03-02
149,2,3,熙璟城 110㎡ 北向,深圳住建局公开成交,深圳-LS-000149,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,958,87032,110.1,二手房,3,1,西,低楼层,True,精装,2020,1200,[],[],2026-03-02
150,2,3,熙璟城 104㎡ 南北通透,深圳住建局公开成交,深圳-LS-000150,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,850,81250,104.6,二手房,3,1,东南,顶层,True,豪装,2021,600,[],[],2026-02-23
151,2,3,熙璟城 112㎡ 南北通透,深圳住建局公开成交,深圳-LS-000151,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,1006,89378,112.6,二手房,3,1,西,中楼层,True,精装,2010,800,[],[],2026-02-23
152,2,3,熙璟城 104㎡ 北向,深圳住建局公开成交,深圳-LS-000152,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,729,69836,104.4,二手房,3,1,南,中楼层,True,普装,2021,2000,[],[],2026-02-16
153,2,3,熙璟城 97㎡ 南北通透,深圳住建局公开成交,深圳-LS-000153,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,818,84029,97.4,二手房,3,1,南,低楼层,False,豪装,2019,200,[],[],2026-02-16
154,2,3,熙璟城 127㎡ 北向,深圳住建局公开成交,深圳-LS-000154,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,861,67750,127.2,二手房,2,2,南北通透,低楼层,False,普装,2023,400,[],[],2026-02-16
155,2,3,熙璟城 128㎡ 东南,深圳住建局公开成交,深圳-LS-000155,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,1088,84712,128.5,二手房,3,2,西,低楼层,True,毛坯,2013,400,[],[],2026-02-09
156,2,3,熙璟城 73㎡ 东南,深圳住建局公开成交,深圳-LS-000156,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,627,85750,73.2,二手房,3,2,南,中楼层,True,豪装,2015,800,[],[],2026-02-09
157,2,3,熙璟城 117㎡ 南北通透,深圳住建局公开成交,深圳-LS-000157,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,902,76928,117.4,二手房,3,1,东南,低楼层,False,精装,2022,2000,[],[],2026-02-09
158,2,3,熙璟城 85㎡ 西向,深圳住建局公开成交,深圳-LS-000158,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,660,76903,85.9,二手房,4,1,南,低楼层,False,精装,2017,800,[],[],2026-02-02
159,2,3,熙璟城 118㎡ 南向,深圳住建局公开成交,深圳-LS-000159,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,957,80474,118.9,二手房,3,1,东南,低楼层,True,普装,2009,800,[],[],2026-02-02
160,2,3,熙璟城 64㎡ 南向,深圳住建局公开成交,深圳-LS-000160,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,449,69593,64.6,二手房,4,1,南北通透,高楼层,False,普装,2008,1200,[],[],2026-02-02
161,2,3,熙璟城 123㎡ 西向,深圳住建局公开成交,深圳-LS-000161,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,895,72327,123.8,二手房,3,2,南,低楼层,False,精装,2011,1200,[],[],2026-01-26
162,2,3,熙璟城 65㎡ 东南,深圳住建局公开成交,深圳-LS-000162,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,525,80566,65.2,二手房,4,1,南,低楼层,True,精装,2013,1200,[],[],2026-01-26
163,2,3,熙璟城 67㎡ 西向,深圳住建局公开成交,深圳-LS-000163,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,469,69567,67.5,二手房,3,1,南北通透,低楼层,True,精装,2007,600,[],[],2026-01-26
164,2,3,熙璟城 120㎡ 南向,深圳住建局公开成交,深圳-LS-000164,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,938,77751,120.7,二手房,3,2,南北通透,高楼层,True,豪装,2008,600,[],[],2026-01-19
165,2,3,熙璟城 121㎡ 北向,深圳住建局公开成交,深圳-LS-000165,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,1053,86437,121.9,二手房,2,1,南,高楼层,False,普装,2006,800,[],[],2026-01-19
166,2,3,熙璟城 112㎡ 西向,深圳住建局公开成交,深圳-LS-000166,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,865,76642,112.9,二手房,4,2,西,低楼层,True,毛坯,2013,200,[],[],2026-01-12
167,2,3,熙璟城 92㎡ 东南,深圳住建局公开成交,深圳-LS-000167,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,687,74653,92.1,二手房,3,1,南北通透,高楼层,True,豪装,2014,400,[],[],2026-01-12
168,2,3,熙璟城 73㎡ 西向,深圳住建局公开成交,深圳-LS-000168,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,573,77595,73.8,二手房,3,2,南北通透,顶层,True,普装,2009,600,[],[],2026-01-12
169,2,3,熙璟城 110㎡ 东南,深圳住建局公开成交,深圳-LS-000169,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,810,73296,110.6,二手房,2,1,西,顶层,False,毛坯,2020,800,[],[],2026-01-05
170,2,3,熙璟城 61㎡ 北向,深圳住建局公开成交,深圳-LS-000170,https://sz.ke.com/ershoufang/rs%E7%86%99%E7%92%9F%E5%9F%8E/,422,68910,61.3,二手房,2,2,西,低楼层,False,精装,2017,2000,[],[],2026-01-05
171,2,4,京基100 88㎡ 西向,深圳住建局公开成交,深圳-LS-000171,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,920,104206,88.3,二手房,3,1,南北通透,顶层,False,毛坯,2010,2000,[],[],2026-06-29
172,2,4,京基100 119㎡ 南向,深圳住建局公开成交,深圳-LS-000172,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,1381,115630,119.5,二手房,3,1,南北通透,低楼层,False,精装,2022,600,[],[],2026-06-29
173,2,4,京基100 76㎡ 南向,深圳住建局公开成交,深圳-LS-000173,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,908,117972,77.0,二手房,3,2,西,顶层,True,毛坯,2008,2000,[],[],2026-06-29
174,2,4,京基100 89㎡ 西向,深圳住建局公开成交,深圳-LS-000174,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,989,110778,89.3,二手房,2,1,南北通透,高楼层,False,豪装,2005,600,[],[],2026-06-22
175,2,4,京基100 129㎡ 北向,深圳住建局公开成交,深圳-LS-000175,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,1165,90290,129.0,二手房,4,2,南,顶层,False,普装,2019,600,[],[],2026-06-22
176,2,4,京基100 73㎡ 北向,深圳住建局公开成交,深圳-LS-000176,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,776,106158,73.1,二手房,3,1,南北通透,顶层,True,豪装,2018,400,[],[],2026-06-22
177,2,4,京基100 114㎡ 东南,深圳住建局公开成交,深圳-LS-000177,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,1177,102877,114.4,二手房,2,1,南,高楼层,True,豪装,2017,2000,[],[],2026-06-15
178,2,4,京基100 99㎡ 西向,深圳住建局公开成交,深圳-LS-000178,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,1005,100845,99.7,二手房,3,1,东南,高楼层,True,普装,2012,200,[],[],2026-06-08
179,2,4,京基100 76㎡ 北向,深圳住建局公开成交,深圳-LS-000179,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,758,98685,76.9,二手房,4,2,南北通透,低楼层,True,普装,2016,2000,[],[],2026-06-08
180,2,4,京基100 101㎡ 南向,深圳住建局公开成交,深圳-LS-000180,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,949,93994,101.0,二手房,4,1,东南,顶层,True,毛坯,2023,1200,[],[],2026-06-01
181,2,4,京基100 88㎡ 北向,深圳住建局公开成交,深圳-LS-000181,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,954,107964,88.4,二手房,3,1,南北通透,低楼层,True,毛坯,2024,1200,[],[],2026-06-01
182,2,4,京基100 120㎡ 南向,深圳住建局公开成交,深圳-LS-000182,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,1281,106608,120.2,二手房,3,1,南北通透,中楼层,True,豪装,2014,1200,[],[],2026-06-01
183,2,4,京基100 76㎡ 东南,深圳住建局公开成交,深圳-LS-000183,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,705,91798,76.9,二手房,2,1,西,低楼层,True,普装,2023,400,[],[],2026-05-25
184,2,4,京基100 108㎡ 南北通透,深圳住建局公开成交,深圳-LS-000184,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,1234,113422,108.8,二手房,3,1,西,低楼层,False,普装,2015,800,[],[],2026-05-18
185,2,4,京基100 67㎡ 西向,深圳住建局公开成交,深圳-LS-000185,https://sz.ke.com/ershoufang/rs%E4%BA%AC%E5%9F%BA100/,782,116265,67.3,二手房,4,1,南,顶层,True,毛坯,2021,400,[],[],2026-05-18
